番茄,1.00,1.35,1.70,川鲁蒙,斤,2021-05-21
番茄（精品）,1.80,2.00,2.20,鲁新,斤,2021-05-21
樱西,4.00,4.50,5.00,小红,斤,2021-05-21
黄瓜,0.80,1.00,1.20,蒙辽袋鲁,斤,2021-05-21
黄瓜(鲜干花),1.40,1.60,1.80,冀,斤,2021-05-21
小黄瓜,2.00,2.75,3.50,旱荷兰,斤,2021-05-21
茄子,0.70,1.00,1.30,鲁冀,斤,2021-05-21
长茄,0.80,1.00,1.20,云冀,斤,2021-05-21
广茄,1.20,1.85,2.50,冀一路,斤,2021-05-21
线茄,3.00,3.50,4.00,冀,斤,2021-05-21
吊冬瓜,0.55,0.65,0.75,桂,斤,2021-05-21
地冬瓜,0.45,0.48,0.50,普通,斤,2021-05-21
小毛冬瓜,0.60,0.90,1.20,冀圆鲁新,斤,2021-05-21
架豆,2.50,2.75,3.00,普通,斤,2021-05-21
豆王,2.50,3.25,4.00,普通,斤,2021-05-21
扁豆,2.30,2.90,3.50,冀鲁聊城,斤,2021-05-21
台湾释迦,8.00,11.00,14.00,进口水果,斤,2021-05-20
美国柠檬,12.00,12.50,13.00,进口水果,斤,2021-05-20
越南百香果,12.00,12.50,13.00,进口水果,斤,2021-05-20
新西兰姬娜果,7.00,7.50,8.00,进口水果,斤,2021-05-20
树莓,16.00,17.00,18.00,进口水果,斤,2021-05-20
美国青苹果,12.00,13.00,14.00,进口水果,斤,2021-05-20
泰国菠萝蜜,6.00,6.25,6.50,进口水果,斤,2021-05-20
新西兰金果,22.00,23.50,25.00,进口水果,斤,2021-05-20
新西兰火参果个,8.00,8.25,8.50,进口水果,斤,2021-05-20
红心火龙果,5.50,5.75,6.00,进口水果,斤,2021-05-20
新西兰苹果,13.00,13.50,14.00,进口水果,斤,2021-05-20
黑莓,15.00,15.50,16.00,进口水果,斤,2021-05-20
菲律宾凤梨,2.40,2.70,3.00,进口水果,斤,2021-05-20
葡萄干,10.00,20.00,30.00,干果,斤,2021-05-20
杏核,7.00,9.50,12.00,干果,斤,2021-05-20
桂圆,9.00,12.00,15.00,干果,斤,2021-05-20
花生,6.00,6.75,7.50,干果,斤,2021-05-20
蚕豆,5.00,6.50,8.00,干果,斤,2021-05-20
生腰果,30.00,35.00,40.00,干果,斤,2021-05-20
菠菜,0.80,0.90,1.00,鲁冀,斤,2021-05-19
莴笋,0.70,1.00,1.30,闽浙鲁,斤,2021-05-19
团生菜,0.70,0.95,1.20,毛|净,斤,2021-05-19
圆白菜,0.35,0.45,0.55,冀,斤,2021-05-19
紫甘蓝,1.20,1.35,1.50,闽云,斤,2021-05-19
散叶生菜,2.00,2.25,2.50,京,斤,2021-05-19
油菜,0.80,1.00,1.20,鲁京,斤,2021-05-19
香菜,1.00,1.10,1.20,鲁冀,斤,2021-05-19
茴香,0.80,1.00,1.20,冀,斤,2021-05-19
韭菜,0.80,0.90,1.00,普通,斤,2021-05-19
韭菜苔,2.80,3.00,3.20,普通,斤,2021-05-19
苦菊,1.00,1.25,1.50,辽,斤,2021-05-19
油麦菜,1.00,1.25,1.50,京,斤,2021-05-19
散菜花,1.50,1.75,2.00,豫苏,斤,2021-05-19
绿菜花,1.50,1.75,2.00,冀 苏陕,斤,2021-05-19
菜花,1.50,1.65,1.80,云,斤,2021-05-19
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-19
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-19
紫菜苔,3.00,3.25,3.50,普通,斤,2021-05-19
盖菜,1.00,1.25,1.50,水菜,斤,2021-05-20
芥兰,1.50,1.75,2.00,水菜,斤,2021-05-20
菜心,1.50,1.75,2.00,水菜,斤,2021-05-20
空心菜,2.00,2.50,3.00,水菜,斤,2021-05-20
鸡毛菜,2.00,2.25,2.50,水菜,斤,2021-05-20
荠菜,4.00,4.25,4.50,水菜,斤,2021-05-20
荆芥,2.00,2.50,3.00,水菜,斤,2021-05-20
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-05-20
豌豆苗,3.50,3.75,4.00,水菜,斤,2021-05-20
快菜,0.80,1.00,1.20,水菜,斤,2021-05-20
苦菊,2.00,2.25,2.50,水菜,斤,2021-05-20
穿心莲,2.00,2.25,2.50,水菜,斤,2021-05-20
木耳菜,2.00,2.50,3.00,水菜,斤,2021-05-20
夹豆,7.00,7.50,8.00,特菜,斤,2021-05-20
荔浦芋头,7.50,8.00,8.50,特菜,斤,2021-05-20
香芋头,7.00,7.50,8.00,特菜,斤,2021-05-20
黄花菜,14.00,14.50,15.00,特菜,斤,2021-05-20
鲜竹笋,6.00,6.50,7.00,特菜,斤,2021-05-20
紫菜头,3.00,3.50,4.00,特菜,斤,2021-05-20
白不老,2.80,2.90,3.00,滇|鲁,斤,2021-05-21
锅里变架豆,1.50,1.75,2.00,普通,斤,2021-05-21
油豆,2.50,3.25,4.00,鲁,斤,2021-05-21
毛豆,2.50,3.00,3.50,普通,斤,2021-05-21
豌豆,1.00,1.15,1.30,普通,斤,2021-05-21
蚕豆,1.20,1.30,1.40,普通,斤,2021-05-21
荷兰豆,5.00,5.75,6.50,冀云,斤,2021-05-21
玉米,1.50,1.70,1.90,白,斤,2021-05-21
花生,4.50,5.00,5.50,广东海南,斤,2021-05-21
苦瓜,1.80,1.90,2.00,鲁,斤,2021-05-21
丝瓜,1.40,1.50,1.60,豫鲁,斤,2021-05-21
丝瓜,3.00,3.50,4.00,短,斤,2021-05-21
瓠子,1.60,1.80,2.00,普通,斤,2021-05-21
西葫芦,1.00,1.25,1.50,滇鲁,斤,2021-05-21
佛手瓜,2.00,2.50,3.00,普通,斤,2021-05-21
金丝南瓜,0.70,0.85,1.00,琼,斤,2021-05-21
南北瓜,0.90,1.00,1.10,桂,斤,2021-05-21
尖椒,1.40,1.70,2.00,冀晋鲁新,斤,2021-05-21
螺丝椒,2.00,2.20,2.40,普通,斤,2021-05-21
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-05-21
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-05-21
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-05-21
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-05-21
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-05-21
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-05-21
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-05-21
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-05-21
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-05-21
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-05-21
鲤鱼,12.00,12.50,13.00,750g-1000g,斤,2021-05-21
鲤鱼,12.00,12.50,13.00,>1000g,斤,2021-05-21
草鱼,14.00,14.50,15.00,750g-1000g,斤,2021-05-21
草鱼,14.00,14.50,15.00,>1000g,斤,2021-05-21
鲫鱼,15.00,15.00,15.00,200g-250g,斤,2021-05-21
鲫鱼,16.00,16.00,16.00,350g-400g,斤,2021-05-21
胖头鱼,15.00,15.00,15.00,>2000g,斤,2021-05-21
武昌鱼,12.00,12.00,12.00,700g左右,斤,2021-05-21
鲢鱼,5.00,5.50,6.00,1000-1500g,斤,2021-05-21
苦菊,1.00,1.25,1.50,辽,斤,2021-05-20
油麦菜,1.00,1.25,1.50,京,斤,2021-05-20
散菜花,1.50,1.75,2.00,豫苏,斤,2021-05-20
绿菜花,1.50,1.75,2.00,冀 苏陕,斤,2021-05-20
菜花,1.50,1.65,1.80,云,斤,2021-05-20
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-20
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-20
紫菜苔,3.00,3.25,3.50,普通,斤,2021-05-20
番茄,1.00,1.35,1.70,川鲁蒙,斤,2021-05-20
番茄（精品）,1.70,1.90,2.10,鲁新,斤,2021-05-20
樱西,4.00,4.50,5.00,小红,斤,2021-05-20
黄瓜,0.80,1.00,1.20,蒙辽袋鲁,斤,2021-05-20
黄瓜(鲜干花),1.40,1.60,1.80,冀,斤,2021-05-20
小黄瓜,2.00,2.75,3.50,旱荷兰,斤,2021-05-20
茄子,0.70,1.00,1.30,鲁冀,斤,2021-05-20
长茄,0.80,1.00,1.20,云冀,斤,2021-05-20
广茄,1.20,1.85,2.50,冀一路,斤,2021-05-20
线茄,3.00,3.50,4.00,冀,斤,2021-05-20
吊冬瓜,0.55,0.65,0.75,桂,斤,2021-05-20
五得利富强粉5kg,1.88,1.91,1.94,面粉类,斤,2021-05-20
五得利富强粉25kg,1.58,1.60,1.62,面粉类,斤,2021-05-20
五得利特精粉25kg,1.70,1.72,1.74,面粉类,斤,2021-05-20
五得利标准粉25kg,1.52,1.54,1.56,面粉类,斤,2021-05-20
元宝特精粉25kg,1.70,1.75,1.80,面粉类,斤,2021-05-20
元宝富强粉25kg,1.58,1.60,1.62,面粉类,斤,2021-05-20
好面缘面粉25kg,1.70,1.75,1.80,面粉类,斤,2021-05-20
河北小米,5.50,6.50,7.50,杂粮类,斤,2021-05-20
南方江米,3.50,3.75,4.00,杂粮类,斤,2021-05-20
北方江米,3.50,3.75,4.00,杂粮类,斤,2021-05-20
黑香米,4.00,5.50,7.00,杂粮类,斤,2021-05-20
紫米,2.60,4.30,6.00,杂粮类,斤,2021-05-20
泰国糯米,4.50,5.00,5.50,杂粮类,斤,2021-05-20
薏仁米,6.00,6.50,7.00,杂粮类,斤,2021-05-20
高粱米,3.00,3.25,3.50,杂粮类,斤,2021-05-20
爆花玉米,3.00,3.25,3.50,杂粮类,斤,2021-05-20
小玉米,1.50,1.55,1.60,杂粮类,斤,2021-05-20
玉米面,1.80,1.90,2.00,杂粮类,斤,2021-05-20
玉米渣,2.00,2.10,2.20,杂粮类,斤,2021-05-20
腔排骨,15.00,16.00,17.00,猪肉类,斤,2021-05-20
棒骨,10.00,10.50,11.00,猪肉类,斤,2021-05-20
猪头,13.00,13.50,14.00,猪肉类,斤,2021-05-20
猪耳,26.00,26.00,26.00,猪肉类,斤,2021-05-20
猪肚,19.00,19.50,20.00,猪肉类,斤,2021-05-20
猪板油,12.00,12.50,13.00,猪肉类,斤,2021-05-20
肥膘肉,7.00,8.00,9.00,猪肉类,斤,2021-05-20
猪腰子,21.00,21.50,22.00,猪肉类,斤,2021-05-20
猪心,10.00,10.00,10.00,猪肉类,斤,2021-05-20
猪肝,9.50,9.75,10.00,猪肉类,斤,2021-05-20
猪皮,3.00,4.50,6.00,猪肉类,斤,2021-05-20
猪肠,22.00,22.00,22.00,猪肉类,斤,2021-05-20
整牛,34.25,34.25,34.25,牛肉类,斤,2021-05-20
牛前腱,37.00,37.00,37.00,牛肉类,斤,2021-05-20
牛后腱,37.00,37.00,37.00,牛肉类,斤,2021-05-20
牛前腿,35.00,35.00,35.00,牛肉类,斤,2021-05-20
牛后腿,35.00,35.00,35.00,牛肉类,斤,2021-05-20
牛柳（里脊）,37.00,37.50,38.00,牛肉类,斤,2021-05-20
精牛柳,41.00,42.00,43.00,牛肉类,斤,2021-05-20
古船大豆油,45.00,45.50,46.00,4.5L桶,斤,2021-05-20
古船非转基因大豆油,116.00,116.50,117.00,10L桶,斤,2021-05-20
大豆油（所有大桶）,190.00,191.00,192.00,20L桶,斤,2021-05-20
福临门（谷物）调和油,65.00,65.50,66.00,5L桶,斤,2021-05-20
大白菜,0.30,0.35,0.40,储存新,斤,2021-05-20
娃娃菜,0.50,0.55,0.60,大小,斤,2021-05-20
小白菜,0.40,0.55,0.70,普通,斤,2021-05-20
芹菜,0.80,1.00,1.20,冀,斤,2021-05-20
西芹,2.00,2.25,2.50,普通,斤,2021-05-20
菠菜,0.80,0.90,1.00,鲁冀,斤,2021-05-20
莴笋,0.70,1.05,1.40,闽浙鲁,斤,2021-05-20
团生菜,0.70,0.95,1.20,毛|净,斤,2021-05-20
圆白菜,0.35,0.45,0.55,冀,斤,2021-05-20
紫甘蓝,1.20,1.35,1.50,闽云,斤,2021-05-20
散叶生菜,2.00,2.25,2.50,京,斤,2021-05-20
油菜,0.80,1.00,1.20,鲁京,斤,2021-05-20
香菜,1.00,1.10,1.20,鲁冀,斤,2021-05-20
茴香,0.80,1.00,1.20,冀,斤,2021-05-20
韭菜,0.80,0.90,1.00,普通,斤,2021-05-20
莲子,22.00,23.50,25.00,干果,斤,2021-05-20
情人梅,12.00,13.50,15.00,干果,斤,2021-05-20
核桃仁,18.00,21.50,25.00,干果,斤,2021-05-20
白薯干,7.00,10.00,13.00,干果,斤,2021-05-20
毛榛子,18.00,21.50,25.00,干果,斤,2021-05-20
杏肉,12.00,16.00,20.00,干果,斤,2021-05-20
话梅,8.00,9.00,10.00,干果,斤,2021-05-20
松子,50.00,55.00,60.00,干果,斤,2021-05-20
鲍鱼果,20.00,22.50,25.00,干果,斤,2021-05-20
香蕉干,11.00,12.50,14.00,干果,斤,2021-05-20
开心果,33.00,41.50,50.00,干果,斤,2021-05-20
美杏仁,25.00,30.00,35.00,干果,斤,2021-05-20
夏威夷果,24.00,29.50,35.00,干果,斤,2021-05-20
猕猴桃干,12.00,13.50,15.00,干果,斤,2021-05-20
薄皮核桃,10.00,11.00,12.00,干果,斤,2021-05-20
葵花籽,5.50,7.75,10.00,干果,斤,2021-05-20
黑瓜子,9.50,10.75,12.00,干果,斤,2021-05-20
白瓜子,15.00,15.50,16.00,干果,斤,2021-05-20
新疆干枣散装,6.50,13.25,20.00,干果,斤,2021-05-20
线椒,2.50,2.75,3.00,鲁琼新,斤,2021-05-21
杭椒,2.50,2.75,3.00,普通,斤,2021-05-21
小米椒,3.00,4.00,5.00,滇,斤,2021-05-21
彩椒,4.50,5.00,5.50,红黄,斤,2021-05-21
白萝卜,0.30,0.40,0.50,冀,斤,2021-05-21
心里美,1.50,2.00,2.50,冀新,斤,2021-05-21
卞萝卜,0.40,0.60,0.80,冀,斤,2021-05-21
青萝卜,1.00,1.15,1.30,冀鲁新,斤,2021-05-21
胡萝卜,0.80,0.95,1.10,冀鲁新,斤,2021-05-21
胡萝卜（洗）,0.80,1.00,1.20,冀闽箱,斤,2021-05-21
小水萝卜,0.80,0.90,1.00,普通,斤,2021-05-21
土豆,0.40,0.60,0.80,冀云,斤,2021-05-21
新土豆（黄心）,0.80,1.00,1.20,鲁,斤,2021-05-21
黄葱头,0.80,0.95,1.10,蒙甘,斤,2021-05-21
红葱头,1.20,1.30,1.40,老新,斤,2021-05-21
山药,1.80,2.25,2.70,脆麻新,斤,2021-05-21
铁棍山药,5.00,5.50,6.00,普通,斤,2021-05-21
莲藕,2.50,3.50,4.50,津,斤,2021-05-21
红薯,1.50,1.65,1.80,冀新,斤,2021-05-21
香菇,3.00,3.50,4.00,普通,斤,2021-05-20
白玉菇,4.00,4.50,5.00,普通,斤,2021-05-20
口蘑,7.00,7.50,8.00,普通,斤,2021-05-20
杏鲍菇,2.50,2.75,3.00,普通,斤,2021-05-20
金针菇,1.50,2.00,2.50,普通,斤,2021-05-20
油菜,1.00,1.25,1.50,水菜,斤,2021-05-20
小白菜,1.50,1.75,2.00,水菜,斤,2021-05-20
油麦菜,1.50,1.75,2.00,水菜,斤,2021-05-20
奶白菜,2.00,2.25,2.50,水菜,斤,2021-05-20
散生菜,2.00,2.25,2.50,水菜,斤,2021-05-20
香葱,3.50,3.75,4.00,水菜,斤,2021-05-20
茼蒿,2.00,2.25,2.50,水菜,斤,2021-05-20
蒿子秆,4.50,4.75,5.00,水菜,斤,2021-05-20
水萝卜,1.50,1.75,2.00,水菜,斤,2021-05-20
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-05-20
香芹,1.50,2.00,2.50,水菜,斤,2021-05-20
菠菜,2.50,2.75,3.00,水菜,斤,2021-05-20
苋菜,2.00,2.25,2.50,水菜,斤,2021-05-20
菊花菜,1.00,1.25,1.50,水菜,斤,2021-05-20
仙人掌,6.00,6.25,6.50,特菜,斤,2021-05-20
干葱头,2.50,2.75,3.00,特菜,斤,2021-05-20
西洋菜,6.00,6.25,6.50,特菜,斤,2021-05-20
高山娃娃,4.00,4.25,4.50,特菜,斤,2021-05-20
孢子甘蓝,10.00,11.00,12.00,特菜,斤,2021-05-20
紫贝天葵,7.00,7.50,8.00,特菜,斤,2021-05-20
鱼腥草叶,9.00,9.25,9.50,特菜,斤,2021-05-20
鱼腥草根,6.00,6.50,7.00,特菜,斤,2021-05-20
荷兰豆,6.50,7.00,7.50,特菜,斤,2021-05-20
朝天椒,7.00,7.50,8.00,特菜,斤,2021-05-20
球茎茴香,8.00,8.50,9.00,特菜,斤,2021-05-20
红尖椒,4.00,4.50,5.00,特菜,斤,2021-05-20
香蕉西葫,8.00,8.50,9.00,特菜,斤,2021-05-20
美人椒,7.00,7.25,7.50,特菜,斤,2021-05-20
荷兰黄瓜,5.00,5.25,5.50,特菜,斤,2021-05-20
广丝,6.00,6.25,6.50,特菜,斤,2021-05-20
毛豆仁,15.00,15.50,16.00,特菜,斤,2021-05-20
冰草,5.00,5.50,6.00,特菜,斤,2021-05-20
蚕豆仁,7.00,7.50,8.00,特菜,斤,2021-05-20
黑芝麻,11.00,11.50,12.00,豆类,斤,2021-05-20
金龙鱼大豆油,48.00,48.50,49.00,5L桶,斤,2021-05-20
金龙鱼调和油,58.00,59.00,60.00,5L桶,斤,2021-05-20
金龙鱼非转基因玉米油,66.00,66.50,67.00,5L桶,斤,2021-05-20
金龙鱼非转基因葵花籽油,69.00,69.50,70.00,5L桶,斤,2021-05-20
绿宝大豆油,48.00,48.50,49.00,5L桶,斤,2021-05-20
绿宝调和油,58.00,58.50,59.00,5L桶,斤,2021-05-20
绿宝花生油,99.00,99.50,100.00,5L桶,斤,2021-05-20
福临门大豆油,48.00,48.50,49.00,5L桶,斤,2021-05-20
福临门花生油,98.00,99.00,100.00,5L桶,斤,2021-05-20
福临门非转基因玉米油,66.00,66.50,67.00,5L桶,斤,2021-05-20
福临门非转基因葵花籽油,69.00,69.50,70.00,5L桶,斤,2021-05-20
元宝牌大豆油,97.00,97.50,98.00,10L桶,斤,2021-05-20
古币香油,21.00,21.50,22.00,450g瓶,斤,2021-05-20
五福大豆油,47.00,47.50,48.00,5L桶,斤,2021-05-20
汇福大豆油,47.00,47.50,48.00,5L桶,斤,2021-05-20
绿清香菜籽油,53.00,53.50,54.00,4.5L桶,斤,2021-05-20
非转基因九三大豆油,58.00,59.00,60.00,5L桶,斤,2021-05-20
鲁花花生油,147.00,148.50,150.00,5L桶,斤,2021-05-20
木耳菜,2.00,2.50,3.00,水菜,斤,2021-05-19
椰青个,6.00,6.25,6.50,其他类,斤,2021-05-19
箱装菠萝（上六下六）,1.40,1.60,1.80,其他类,斤,2021-05-19
国产凤梨,2.80,2.90,3.00,其他类,斤,2021-05-19
香水菠萝,3.00,3.25,3.50,其他类,斤,2021-05-19
百香果,12.00,12.50,13.00,其他类,斤,2021-05-19
桑葚,3.50,4.00,4.50,其他类,斤,2021-05-19
白草莓（日本淡雪）,12.00,14.00,16.00,其他类,斤,2021-05-19
红颜九九草莓,8.00,10.00,12.00,其他类,斤,2021-05-19
杨梅,10.00,11.00,12.00,其他类,斤,2021-05-19
甜宝(奶油)草莓,4.00,5.50,7.00,其他类,斤,2021-05-19
火龙果,4.00,5.25,6.50,其他类,斤,2021-05-19
木瓜,3.00,3.25,3.50,其他类,斤,2021-05-19
柿饼,6.00,7.00,8.00,其他类,斤,2021-05-19
甘蔗,1.20,1.35,1.50,其他类,斤,2021-05-19
柠檬,3.50,3.75,4.00,其他类,斤,2021-05-19
黑枣,5.00,5.50,6.00,其他类,斤,2021-05-19
山楂,4.00,5.00,6.00,其他类,斤,2021-05-19
姑娘果（灯笼果）,10.00,15.00,20.00,其他类,斤,2021-05-19
绿宝（p2）,1.80,1.90,2.00,西瓜类,斤,2021-05-21
国产香蕉,2.40,2.80,3.20,香蕉类,斤,2021-05-21
南美、菲律宾香蕉,2.70,3.10,3.50,香蕉类,斤,2021-05-21
泰国香蕉（帝王蕉）,7.00,7.50,8.00,香蕉类,斤,2021-05-21
晓蜜25号,2.00,2.25,2.50,甜瓜类,斤,2021-05-21
黄金瓜／金蜜,2.20,2.50,2.80,甜瓜类,斤,2021-05-21
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-05-21
网纹,3.00,3.25,3.50,甜瓜类,斤,2021-05-21
长香玉,1.60,1.70,1.80,甜瓜类,斤,2021-05-21
西洲蜜,2.50,2.75,3.00,甜瓜类,斤,2021-05-21
24白糖罐,2.50,2.75,3.00,甜瓜类,斤,2021-05-21
羊角蜜,2.30,4.15,6.00,甜瓜类,斤,2021-05-21
花蕾甜瓜,3.00,4.00,5.00,甜瓜类,斤,2021-05-21
久红瑞,2.00,2.15,2.30,甜瓜类,斤,2021-05-21
绿宝甜瓜,4.00,5.00,6.00,甜瓜类,斤,2021-05-21
博阳（系列）,2.50,3.50,4.50,甜瓜类,斤,2021-05-21
景甜,2.50,3.25,4.00,甜瓜类,斤,2021-05-21
208甜瓜,2.00,2.15,2.30,甜瓜类,斤,2021-05-21
富士（纸袋Φ70-84）,1.80,2.20,2.60,苹果类,斤,2021-05-21
淡水鲈鱼,24.00,24.00,24.00,活,斤,2021-05-21
美国蛇果,10.00,11.00,12.00,进口水果,斤,2021-05-20
智利红提,7.00,8.50,10.00,进口水果,斤,2021-05-20
澳洲黑提金手指,23.00,24.50,26.00,进口水果,斤,2021-05-20
美国新骑士,9.00,9.50,10.00,进口水果,斤,2021-05-20
比利时皮梨,6.00,6.50,7.00,进口水果,斤,2021-05-20
澳洲红李,12.00,10.00,14.00,进口水果,斤,2021-05-20
智利青提,18.00,19.00,20.00,进口水果,斤,2021-05-20
智利无籽红提,10.00,11.00,12.00,进口水果,斤,2021-05-20
泰国山竹,20.00,22.50,25.00,进口水果,斤,2021-05-20
泰国榴莲,16.00,17.00,18.00,进口水果,斤,2021-05-20
泰国毛丹,13.00,13.50,14.00,进口水果,斤,2021-05-20
越南火龙果,4.00,4.50,5.00,进口水果,斤,2021-05-20
泰国龙眼,9.00,10.00,11.00,进口水果,斤,2021-05-20
泰国椰青（个）,10.00,10.50,11.00,进口水果,斤,2021-05-20
新西兰猕猴桃,14.00,15.00,16.00,进口水果,斤,2021-05-20
比利时梨,10.00,11.00,12.00,进口水果,斤,2021-05-20
南非西柚,11.00,11.50,12.00,进口水果,斤,2021-05-20
秘鲁牛油果,20.00,22.50,25.00,进口水果,斤,2021-05-20
猕猴桃（徐香翠香）,2.50,3.00,3.50,桃李杏类,斤,2021-05-19
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-05-19
李子,8.00,10.00,12.00,桃李杏类,斤,2021-05-19
金太阳,2.50,4.75,7.00,桃李杏类,斤,2021-05-19
丰源红,2.90,3.45,4.00,桃李杏类,斤,2021-05-19
凯特杏、白杏,10.00,10.50,11.00,桃李杏类,斤,2021-05-19
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-05-19
麒麟、甜蜜蜜,2.40,2.70,3.00,西瓜类,斤,2021-05-19
黑美人,1.80,2.00,2.20,西瓜类,斤,2021-05-19
特小风,2.00,2.20,2.40,西瓜类,斤,2021-05-19
L600吊秧瓜,2.60,3.05,3.50,西瓜类,斤,2021-05-19
甜王,1.40,1.65,1.90,西瓜类,斤,2021-05-19
蜜童,3.00,3.25,3.50,西瓜类,斤,2021-05-19
墨童西瓜,3.50,3.60,3.70,西瓜类,斤,2021-05-19
绿宝（p2）,1.80,1.90,2.00,西瓜类,斤,2021-05-19
国产香蕉,2.20,2.60,3.00,香蕉类,斤,2021-05-19
南美、菲律宾香蕉,2.70,3.10,3.50,香蕉类,斤,2021-05-19
泰国香蕉（帝王蕉）,7.00,7.50,8.00,香蕉类,斤,2021-05-19
